age,gender,marital_status,dependents,education,employment_type,city_tier,residence_type,monthly_income,cibil_score,existing_loans_count,credit_history_length_years,bank_balance,loan_amount,loan_term_months,loan_purpose,debt_to_income_ratio,loan_approved
21,Male,Married,2,Not Graduate,Self-Employed,Tier 2,Owned,30000,595,3,0.0,38000,166000,12,Business Expansion,0.492,Rejected
26,Female,Married,3,Not Graduate,Salaried,Tier 1,Living with Parents,143000,641,0,4.1,328000,384000,60,Medical,0.06,Approved
25,Male,Single,1,Graduate,Salaried,Tier 2,Living with Parents,27000,683,2,3.0,135000,378000,24,Education,0.659,Rejected
29,Male,Single,1,Graduate,Salaried,Tier 2,Living with Parents,31000,681,2,4.6,123000,198000,120,Medical,0.092,Approved
27,Male,Single,0,Graduate,Salaried,Tier 1,Owned,33000,650,1,4.0,154000,199000,60,Travel,0.134,Approved
36,Male,Single,1,Graduate,Salaried,Tier 2,Rented,50000,684,0,9.1,289000,118000,48,Debt Consolidation,0.062,Approved
42,Female,Married,2,Not Graduate,Salaried,Tier 2,Rented,33000,635,1,6.4,182000,279000,48,Education,0.223,Approved
44,Male,Married,2,Graduate,Salaried,Tier 2,Living with Parents,31000,739,0,16.0,64000,96000,84,Education,0.055,Approved
42,Male,Married,0,Not Graduate,Business Owner,Tier 2,Owned,163000,729,0,17.8,349000,362000,120,Medical,0.032,Approved
26,Female,Married,0,Graduate,Business Owner,Tier 2,Owned,55000,603,2,3.1,54000,282000,12,Travel,0.456,Rejected
35,Female,Single,0,Graduate,Self-Employed,Tier 1,Rented,80000,610,2,5.6,205000,187000,12,Vehicle,0.208,Rejected
49,Female,Married,1,Not Graduate,Salaried,Tier 2,Owned,50000,661,1,16.1,238000,285000,36,Travel,0.189,Approved
21,Female,Married,0,Graduate,Business Owner,Tier 2,Rented,32000,628,1,0.0,61000,179000,84,Home Renovation,0.099,Rejected
47,Female,Married,1,Graduate,Unemployed,Tier 3,Living with Parents,8000,504,0,19.3,40000,246000,24,Medical,1.448,Rejected
26,Female,Married,4,Graduate,Salaried,Tier 2,Rented,22000,565,1,3.5,80000,250000,48,Business Expansion,0.299,Rejected
37,Male,Married,2,Graduate,Self-Employed,Tier 2,Rented,22000,682,3,11.1,55000,442000,60,Vehicle,0.447,Rejected
38,Female,Married,3,Not Graduate,Business Owner,Tier 3,Living with Parents,41000,651,0,9.5,115000,295000,48,Wedding,0.189,Approved
36,Female,Single,1,Graduate,Self-Employed,Tier 1,Owned,58000,599,1,8.0,275000,412000,48,Business Expansion,0.187,Approved
55,Female,Married,1,Graduate,Salaried,Tier 1,Owned,47000,708,2,15.8,105000,278000,120,Education,0.085,Approved
32,Male,Single,2,Graduate,Salaried,Tier 1,Rented,62000,659,0,9.3,275000,212000,36,Education,0.114,Approved
21,Male,Single,1,Not Graduate,Salaried,Tier 1,Owned,46000,669,1,0.0,129000,299000,36,Home Renovation,0.216,Approved
38,Male,Single,4,Graduate,Salaried,Tier 2,Owned,79000,699,0,10.8,394000,270000,60,Home Renovation,0.076,Approved
33,Male,Single,1,Graduate,Unemployed,Tier 1,Rented,10000,597,1,6.9,17000,177000,180,Travel,0.212,Rejected
39,Male,Single,1,Graduate,Business Owner,Tier 1,Living with Parents,108000,732,0,12.5,237000,94000,36,Business Expansion,0.029,Approved
42,Female,Single,1,Graduate,Salaried,Tier 1,Living with Parents,76000,628,0,18.7,246000,161000,60,Debt Consolidation,0.047,Approved
34,Male,Married,1,Graduate,Self-Employed,Tier 2,Rented,11000,699,2,8.4,51000,160000,180,Education,0.175,Rejected
38,Male,Married,3,Graduate,Self-Employed,Tier 3,Owned,15000,709,0,9.3,21000,307000,24,Travel,0.963,Rejected
36,Male,Married,2,Graduate,Salaried,Tier 3,Owned,12000,619,0,10.0,66000,211000,84,Education,0.31,Rejected
51,Female,Single,1,Graduate,Salaried,Tier 1,Owned,59000,592,1,9.6,35000,135000,36,Medical,0.076,Approved
31,Male,Married,1,Graduate,Business Owner,Tier 2,Owned,28000,710,2,8.4,18000,199000,24,Home Renovation,0.335,Approved
28,Male,Married,2,Not Graduate,Self-Employed,Tier 1,Owned,98000,535,1,2.8,291000,181000,36,Medical,0.061,Approved
42,Male,Single,1,Not Graduate,Salaried,Tier 1,Rented,27000,701,2,13.1,137000,127000,60,Medical,0.105,Approved
26,Male,Married,0,Graduate,Salaried,Tier 3,Rented,35000,622,1,2.6,43000,530000,60,Debt Consolidation,0.337,Approved
38,Female,Married,2,Graduate,Salaried,Tier 2,Owned,23000,638,0,13.8,73000,196000,24,Education,0.401,Approved
33,Female,Single,0,Not Graduate,Self-Employed,Tier 1,Rented,76000,659,1,10.5,217000,137000,24,Home Renovation,0.085,Approved
34,Male,Married,2,Not Graduate,Salaried,Tier 2,Rented,34000,665,0,4.4,156000,81000,48,Vehicle,0.063,Approved
56,Male,Married,0,Graduate,Self-Employed,Tier 1,Rented,43000,645,4,14.8,72000,232000,12,Debt Consolidation,0.479,Rejected
46,Female,Single,3,Not Graduate,Salaried,Tier 2,Owned,27000,681,2,20.2,102000,300000,60,Home Renovation,0.247,Rejected
44,Male,Single,0,Graduate,Salaried,Tier 2,Living with Parents,22000,627,0,13.2,122000,149000,84,Medical,0.12,Approved
39,Male,Single,0,Graduate,Self-Employed,Tier 1,Rented,67000,672,2,12.2,54000,239000,240,Medical,0.039,Approved
28,Male,Single,1,Not Graduate,Salaried,Tier 3,Owned,22000,643,0,3.7,118000,114000,24,Education,0.244,Rejected
37,Female,Married,0,Not Graduate,Business Owner,Tier 2,Rented,187000,747,2,9.9,308000,191000,48,Wedding,0.027,Approved
40,Male,Married,1,Not Graduate,Salaried,Tier 3,Rented,77000,664,1,8.7,73000,421000,36,Home Renovation,0.182,Approved
36,Male,Single,2,Graduate,Self-Employed,Tier 3,Rented,30000,744,0,9.8,68000,191000,36,Debt Consolidation,0.211,Approved
35,Female,Married,2,Graduate,Salaried,Tier 2,Rented,32000,621,0,7.8,106000,149000,60,Vehicle,0.104,Rejected
31,Male,Single,1,Graduate,Salaried,Tier 2,Rented,36000,615,0,7.1,89000,492000,24,Travel,0.643,Rejected
37,Male,Single,2,Graduate,Business Owner,Tier 1,Rented,143000,741,0,10.6,176000,247000,12,Home Renovation,0.153,Approved
30,Female,Single,2,Graduate,Salaried,Tier 2,Rented,128000,659,1,3.4,400000,162000,24,Home Renovation,0.06,Approved
41,Male,Married,2,Graduate,Self-Employed,Tier 2,Owned,15000,675,2,8.3,8000,131000,36,Medical,0.29,Approved
21,Female,Single,1,Graduate,Salaried,Tier 1,Owned,105000,620,1,0.0,58000,110000,12,Business Expansion,0.093,Approved
47,Male,Single,0,Graduate,Self-Employed,Tier 2,Owned,38000,694,0,13.4,193000,284000,180,Debt Consolidation,0.09,Approved
23,Male,Single,2,Not Graduate,Business Owner,Tier 2,Rented,32000,638,1,0.9,116000,348000,60,Education,0.242,Rejected
25,Male,Married,1,Not Graduate,Self-Employed,Tier 3,Owned,65000,703,1,1.4,162000,220000,12,Vehicle,0.301,Approved
38,Male,Married,1,Graduate,Self-Employed,Tier 2,Rented,46000,687,3,12.0,125000,195000,36,Travel,0.141,Approved
39,Male,Single,0,Not Graduate,Business Owner,Tier 2,Owned,106000,723,0,13.1,319000,313000,84,Vehicle,0.052,Approved
53,Female,Single,1,Graduate,Unemployed,Tier 3,Rented,14000,692,0,22.3,25000,94000,12,Travel,0.597,Rejected
37,Male,Married,3,Not Graduate,Salaried,Tier 1,Rented,60000,654,1,7.0,270000,230000,48,Travel,0.101,Approved
34,Male,Married,1,Graduate,Self-Employed,Tier 1,Owned,135000,644,0,8.8,296000,222000,24,Home Renovation,0.077,Approved
36,Male,Single,2,Not Graduate,Salaried,Tier 1,Rented,46000,625,1,7.9,169000,282000,48,Home Renovation,0.161,Rejected
49,Female,Married,1,Not Graduate,Salaried,Tier 3,Living with Parents,18000,660,1,8.6,22000,293000,240,Business Expansion,0.179,Approved
56,Male,Married,1,Graduate,Salaried,Tier 1,Owned,144000,712,1,30.8,94000,172000,48,Debt Consolidation,0.031,Approved
33,Male,Married,2,Graduate,Business Owner,Tier 1,Living with Parents,55000,714,0,8.8,73000,668000,60,Business Expansion,0.27,Approved
39,Male,Married,0,Not Graduate,Salaried,Tier 2,Rented,44000,603,0,8.0,107000,115000,48,Debt Consolidation,0.069,Approved
34,Male,Married,1,Graduate,Self-Employed,Tier 3,Rented,26000,685,1,6.3,33000,165000,36,Travel,0.211,Approved
34,Male,Married,1,Not Graduate,Salaried,Tier 3,Owned,34000,608,0,10.9,140000,368000,60,Vehicle,0.241,Approved
51,Female,Single,1,Not Graduate,Salaried,Tier 2,Rented,48000,804,0,13.6,67000,150000,60,Vehicle,0.07,Approved
26,Male,Single,1,Graduate,Business Owner,Tier 3,Rented,22000,648,1,1.8,109000,235000,60,Debt Consolidation,0.238,Rejected
21,Male,Married,0,Not Graduate,Salaried,Tier 1,Rented,28000,582,1,0.0,137000,160000,12,Wedding,0.508,Rejected
37,Male,Single,0,Not Graduate,Salaried,Tier 1,Living with Parents,31000,650,2,11.5,64000,174000,84,Wedding,0.099,Approved
45,Female,Married,1,Not Graduate,Salaried,Tier 3,Rented,30000,692,0,15.0,92000,101000,84,Travel,0.059,Approved
36,Male,Married,0,Graduate,Self-Employed,Tier 2,Owned,56000,711,0,9.5,238000,347000,12,Vehicle,0.551,Approved
39,Male,Married,1,Graduate,Salaried,Tier 1,Owned,102000,714,1,12.8,289000,351000,24,Education,0.162,Approved
41,Male,Married,2,Graduate,Salaried,Tier 2,Owned,154000,708,1,16.9,143000,351000,60,Wedding,0.051,Approved
35,Male,Single,1,Not Graduate,Self-Employed,Tier 3,Living with Parents,39000,637,1,11.1,79000,170000,48,Medical,0.115,Rejected
40,Male,Married,1,Not Graduate,Salaried,Tier 3,Owned,25000,664,0,8.4,83000,268000,60,Travel,0.238,Approved
39,Male,Married,2,Not Graduate,Business Owner,Tier 3,Rented,11000,715,2,12.4,55000,727000,120,Debt Consolidation,0.948,Rejected
21,Male,Single,3,Graduate,Salaried,Tier 2,Owned,46000,715,1,0.0,41000,261000,60,Medical,0.126,Approved
36,Male,Married,2,Graduate,Salaried,Tier 3,Living with Parents,29000,712,0,11.9,43000,110000,48,Business Expansion,0.1,Approved
21,Male,Single,3,Not Graduate,Self-Employed,Tier 2,Rented,36000,571,1,0.0,202000,132000,36,Debt Consolidation,0.122,Rejected
34,Male,Married,1,Not Graduate,Business Owner,Tier 2,Living with Parents,35000,728,0,4.4,79000,128000,60,Medical,0.081,Approved
30,Male,Married,0,Not Graduate,Business Owner,Tier 3,Rented,28000,636,2,3.2,72000,485000,120,Home Renovation,0.249,Rejected
44,Female,Single,4,Not Graduate,Self-Employed,Tier 2,Living with Parents,53000,691,2,8.2,221000,278000,36,Debt Consolidation,0.174,Rejected
37,Female,Married,3,Not Graduate,Salaried,Tier 1,Owned,71000,621,3,11.4,179000,85000,120,Wedding,0.017,Rejected
39,Female,Married,3,Not Graduate,Salaried,Tier 2,Owned,40000,679,1,15.4,71000,480000,48,Business Expansion,0.316,Rejected
33,Female,Single,0,Not Graduate,Salaried,Tier 2,Owned,62000,639,0,7.8,361000,309000,24,Business Expansion,0.235,Approved
44,Female,Single,0,Graduate,Business Owner,Tier 1,Rented,127000,785,0,14.7,427000,244000,180,Home Renovation,0.023,Approved
21,Female,Married,0,Not Graduate,Business Owner,Tier 1,Rented,60000,750,0,0.0,152000,546000,84,Education,0.161,Approved
26,Male,Married,0,Not Graduate,Unemployed,Tier 1,Owned,25000,576,0,4.5,117000,191000,120,Vehicle,0.11,Rejected
46,Female,Married,0,Graduate,Salaried,Tier 1,Owned,30000,725,2,21.6,32000,497000,84,Vehicle,0.292,Rejected
31,Male,Married,1,Graduate,Self-Employed,Tier 2,Rented,52000,647,1,6.6,284000,58000,24,Education,0.053,Approved
21,Male,Married,2,Graduate,Self-Employed,Tier 1,Owned,45000,628,0,0.0,223000,142000,60,Debt Consolidation,0.07,Approved
48,Female,Married,1,Graduate,Self-Employed,Tier 1,Rented,72000,695,1,19.8,185000,353000,60,Wedding,0.109,Approved
44,Male,Married,0,Graduate,Self-Employed,Tier 2,Owned,13000,696,0,16.6,20000,601000,36,Business Expansion,1.536,Rejected
41,Male,Married,4,Graduate,Business Owner,Tier 3,Rented,77000,706,2,7.2,403000,106000,60,Education,0.031,Approved
35,Female,Single,3,Graduate,Salaried,Tier 1,Rented,49000,678,2,6.7,282000,171000,60,Business Expansion,0.078,Approved
49,Male,Single,1,Graduate,Salaried,Tier 1,Rented,64000,756,0,18.2,49000,243000,12,Vehicle,0.337,Approved
46,Male,Married,0,Not Graduate,Salaried,Tier 3,Owned,21000,680,0,18.0,125000,125000,180,Vehicle,0.071,Approved
48,Female,Single,1,Graduate,Salaried,Tier 2,Owned,101000,848,0,11.4,265000,188000,60,Business Expansion,0.041,Approved
41,Female,Married,2,Graduate,Salaried,Tier 3,Living with Parents,39000,654,2,15.7,192000,568000,60,Education,0.324,Approved
36,Male,Married,0,Graduate,Salaried,Tier 1,Rented,41000,647,1,12.4,124000,118000,24,Home Renovation,0.135,Approved
31,Male,Single,4,Graduate,Salaried,Tier 1,Rented,16000,515,1,8.1,54000,190000,120,Business Expansion,0.17,Rejected
23,Male,Married,0,Graduate,Self-Employed,Tier 1,Rented,46000,671,0,1.2,159000,259000,60,Education,0.125,Rejected
39,Female,Married,0,Not Graduate,Business Owner,Tier 1,Owned,18000,543,1,9.1,104000,290000,24,Home Renovation,0.758,Rejected
40,Male,Married,2,Not Graduate,Business Owner,Tier 3,Living with Parents,43000,667,0,15.3,170000,131000,84,Wedding,0.054,Approved
31,Male,Single,0,Graduate,Salaried,Tier 3,Rented,44000,628,2,7.5,94000,197000,60,Business Expansion,0.1,Approved
40,Male,Single,3,Graduate,Salaried,Tier 3,Rented,47000,615,1,6.1,185000,185000,36,Vehicle,0.131,Rejected
32,Male,Married,3,Graduate,Salaried,Tier 3,Living with Parents,20000,642,0,6.6,20000,264000,180,Medical,0.158,Rejected
42,Female,Married,0,Not Graduate,Unemployed,Tier 3,Owned,8000,686,1,16.7,19000,108000,120,Medical,0.194,Rejected
27,Male,Single,0,Not Graduate,Self-Employed,Tier 2,Rented,42000,681,1,3.8,61000,471000,12,Travel,0.996,Rejected
25,Female,Single,2,Graduate,Salaried,Tier 3,Living with Parents,24000,590,0,1.8,92000,256000,84,Travel,0.188,Rejected
32,Male,Married,0,Not Graduate,Business Owner,Tier 1,Owned,25000,745,2,3.4,86000,417000,24,Vehicle,0.785,Rejected
42,Female,Married,1,Not Graduate,Salaried,Tier 2,Owned,29000,653,1,9.2,130000,156000,12,Travel,0.478,Rejected
24,Female,Married,3,Not Graduate,Business Owner,Tier 2,Rented,62000,683,1,2.0,146000,106000,36,Education,0.057,Approved
44,Male,Married,0,Not Graduate,Salaried,Tier 3,Owned,25000,615,1,10.4,148000,124000,12,Debt Consolidation,0.441,Rejected
21,Male,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,35000,611,0,0.0,79000,335000,60,Business Expansion,0.213,Rejected
32,Female,Single,2,Graduate,Salaried,Tier 3,Owned,24000,593,3,3.8,19000,169000,120,Business Expansion,0.101,Rejected
22,Female,Married,1,Not Graduate,Business Owner,Tier 2,Rented,182000,748,2,0.5,362000,83000,24,Business Expansion,0.021,Approved
21,Male,Single,2,Not Graduate,Business Owner,Tier 2,Owned,54000,594,2,0.0,212000,245000,36,Vehicle,0.151,Rejected
38,Female,Married,2,Not Graduate,Self-Employed,Tier 3,Owned,40000,629,2,12.8,187000,181000,24,Debt Consolidation,0.213,Rejected
33,Female,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,37000,682,1,7.5,68000,184000,60,Debt Consolidation,0.111,Approved
22,Female,Single,3,Graduate,Salaried,Tier 3,Rented,42000,609,0,0.8,201000,79000,60,Education,0.042,Approved
30,Female,Married,0,Graduate,Unemployed,Tier 2,Owned,11000,670,0,3.5,26000,89000,12,Education,0.719,Rejected
38,Male,Married,3,Graduate,Self-Employed,Tier 2,Owned,17000,669,2,8.7,24000,158000,48,Vehicle,0.245,Rejected
31,Male,Single,1,Graduate,Business Owner,Tier 3,Rented,91000,674,1,6.1,116000,126000,24,Debt Consolidation,0.065,Approved
33,Male,Married,0,Graduate,Salaried,Tier 2,Living with Parents,38000,698,0,3.7,190000,156000,60,Medical,0.091,Approved
31,Female,Single,1,Not Graduate,Self-Employed,Tier 2,Rented,59000,653,1,8.8,106000,362000,48,Vehicle,0.162,Rejected
29,Female,Single,2,Graduate,Salaried,Tier 2,Rented,28000,650,1,6.8,48000,116000,48,Business Expansion,0.109,Approved
29,Female,Married,0,Not Graduate,Self-Employed,Tier 1,Owned,71000,626,1,5.6,380000,128000,84,Debt Consolidation,0.032,Approved
29,Male,Single,1,Graduate,Business Owner,Tier 2,Living with Parents,72000,632,2,3.4,180000,160000,48,Education,0.059,Approved
28,Male,Married,2,Not Graduate,Salaried,Tier 1,Rented,22000,591,0,2.7,131000,123000,60,Wedding,0.124,Approved
25,Female,Single,2,Graduate,Salaried,Tier 3,Rented,43000,652,0,3.3,85000,193000,60,Travel,0.1,Approved
31,Male,Married,3,Not Graduate,Salaried,Tier 1,Rented,47000,621,2,4.7,194000,407000,36,Business Expansion,0.288,Rejected
29,Male,Married,1,Graduate,Salaried,Tier 2,Rented,23000,675,1,4.2,36000,185000,240,Medical,0.089,Rejected
25,Female,Single,0,Graduate,Unemployed,Tier 3,Living with Parents,20000,530,1,2.1,31000,257000,36,Debt Consolidation,0.427,Rejected
41,Male,Single,0,Not Graduate,Salaried,Tier 3,Rented,19000,635,3,8.6,94000,55000,180,Travel,0.035,Rejected
46,Male,Married,1,Graduate,Business Owner,Tier 2,Living with Parents,57000,721,1,18.4,319000,231000,120,Debt Consolidation,0.058,Approved
34,Male,Married,0,Not Graduate,Self-Employed,Tier 2,Rented,22000,665,1,8.4,119000,533000,180,Debt Consolidation,0.291,Rejected
35,Male,Single,0,Not Graduate,Business Owner,Tier 1,Rented,34000,709,0,11.7,173000,233000,24,Travel,0.323,Approved
28,Female,Married,1,Not Graduate,Unemployed,Tier 2,Living with Parents,18000,519,1,3.0,67000,237000,36,Debt Consolidation,0.437,Rejected
44,Male,Single,1,Not Graduate,Self-Employed,Tier 1,Owned,45000,631,1,11.6,51000,261000,120,Education,0.083,Rejected
50,Male,Single,4,Not Graduate,Business Owner,Tier 3,Rented,89000,774,3,17.3,210000,563000,240,Medical,0.07,Approved
33,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,40000,602,1,7.0,82000,495000,120,Home Renovation,0.178,Rejected
30,Female,Single,1,Graduate,Self-Employed,Tier 2,Living with Parents,34000,687,0,8.0,64000,119000,60,Vehicle,0.078,Rejected
38,Male,Married,1,Graduate,Business Owner,Tier 2,Owned,33000,569,0,11.2,193000,452000,120,Vehicle,0.197,Rejected
36,Male,Married,2,Graduate,Salaried,Tier 2,Owned,31000,689,1,8.2,41000,502000,12,Travel,1.439,Rejected
30,Male,Married,4,Graduate,Business Owner,Tier 2,Owned,71000,651,2,4.2,219000,79000,180,Medical,0.013,Rejected
39,Male,Married,2,Graduate,Business Owner,Tier 3,Owned,42000,697,1,11.6,235000,223000,36,Home Renovation,0.176,Approved
43,Male,Married,1,Graduate,Business Owner,Tier 1,Owned,53000,734,0,13.8,44000,301000,12,Travel,0.505,Approved
27,Female,Married,1,Not Graduate,Salaried,Tier 2,Rented,59000,693,1,3.6,271000,41000,84,Travel,0.012,Approved
57,Female,Married,1,Graduate,Self-Employed,Tier 1,Living with Parents,75000,772,0,31.2,289000,146000,120,Business Expansion,0.028,Approved
21,Male,Married,0,Graduate,Salaried,Tier 1,Rented,43000,667,1,0.0,107000,143000,60,Wedding,0.074,Approved
27,Male,Married,1,Not Graduate,Self-Employed,Tier 2,Owned,102000,711,0,2.6,577000,149000,48,Wedding,0.038,Approved
37,Female,Single,1,Not Graduate,Salaried,Tier 1,Living with Parents,21000,721,1,6.3,49000,411000,24,Wedding,0.921,Rejected
55,Male,Married,3,Not Graduate,Self-Employed,Tier 1,Rented,69000,758,0,28.8,106000,212000,120,Medical,0.044,Approved
29,Female,Married,2,Not Graduate,Salaried,Tier 3,Owned,30000,598,1,7.2,135000,283000,12,Education,0.838,Rejected
25,Male,Married,2,Graduate,Salaried,Tier 2,Owned,53000,627,1,2.6,123000,232000,120,Travel,0.063,Approved
39,Female,Married,0,Graduate,Salaried,Tier 1,Rented,53000,686,1,13.3,110000,966000,240,Vehicle,0.201,Approved
32,Female,Married,2,Graduate,Salaried,Tier 1,Rented,58000,632,1,6.1,326000,399000,240,Home Renovation,0.076,Approved
40,Female,Married,1,Graduate,Self-Employed,Tier 1,Rented,21000,622,1,15.5,46000,217000,48,Home Renovation,0.272,Rejected
34,Female,Single,1,Graduate,Business Owner,Tier 2,Owned,57000,714,0,6.6,209000,188000,24,Debt Consolidation,0.155,Approved
27,Male,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,71000,667,1,1.9,291000,145000,24,Travel,0.096,Approved
56,Female,Single,3,Graduate,Salaried,Tier 2,Owned,29000,692,2,11.3,92000,123000,60,Wedding,0.094,Approved
21,Male,Married,0,Graduate,Salaried,Tier 1,Rented,87000,644,0,0.0,192000,107000,120,Business Expansion,0.018,Approved
51,Male,Married,0,Graduate,Self-Employed,Tier 2,Rented,36000,736,3,16.6,125000,396000,12,Wedding,0.977,Rejected
43,Female,Single,0,Not Graduate,Salaried,Tier 2,Owned,29000,641,1,19.4,78000,128000,24,Debt Consolidation,0.208,Approved
28,Female,Single,0,Graduate,Salaried,Tier 2,Owned,29000,609,0,3.9,20000,323000,60,Debt Consolidation,0.248,Rejected
51,Female,Married,2,Graduate,Salaried,Tier 3,Owned,18000,688,1,26.0,40000,162000,24,Business Expansion,0.424,Approved
22,Male,Single,0,Graduate,Salaried,Tier 1,Owned,52000,629,0,0.6,194000,140000,180,Debt Consolidation,0.032,Approved
44,Female,Single,2,Graduate,Salaried,Tier 1,Owned,36000,620,2,16.9,21000,180000,60,Home Renovation,0.111,Rejected
21,Female,Married,3,Graduate,Salaried,Tier 3,Rented,24000,641,1,0.0,98000,644000,48,Vehicle,0.707,Rejected
24,Male,Single,0,Graduate,Self-Employed,Tier 1,Rented,38000,638,3,1.9,25000,1359000,12,Home Renovation,3.178,Rejected
24,Male,Married,1,Graduate,Self-Employed,Tier 1,Rented,66000,632,1,1.5,237000,176000,24,Wedding,0.126,Rejected
28,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,20000,602,0,4.9,17000,167000,120,Wedding,0.12,Rejected
